parish,state,project,name,contrac_status,field_status,start_date,end_date,total_mi,mi_remain_plan,mi_remain_contrac_adj,passings,passings_remain_plan,passings_remain_contrac_adj,nepa_overlap_mi,nepa_approved_mi,nepa_blocked_mi,nepa_status,nepa_passing_at_risk,bead_passing,bead_complete_contrac_adj,bead_remain_contrac_adj,bead_rc_points_total,bead_rc_RC1_2,bead_rc_RC3,bead_rc_RC4,bead_rc_RC5_BDC,bead_rc_RC5_OTHER,bead_rc_Jason_Cut,labor_remain_usd,material_remain_usd,unsplit_remain_usd,mainline_remain_usd_total,labor_remain_source,reason_codes,ocius_project_id
LaSalle Parish,LA,CA-9382,LaSalle Parish-NONE-CA-9382-Construction Area - LaSalle Erate,(no ROQ job),complete,2026-04-01,2026-04-30,0.57,0.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,no_data,4.0,1.0,0.0,1.0,0,0,0,0,0,0,0,0.0,1364.01,3615.5,4979.51,matched_williams825_pin,wave1_pinned_authority,419
Red River Parish,LA,DA-8506,Red River Parish-NONE-DA-8506-APPROVEDDESIGNAREAS - Martin East,(no ROQ job),not_started,,,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,no_data,4.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,,,no_ocius_job_match,"wave1_retimed_pass1, exhausted_parent_gis_review",
Vernon Parish,LA,DA-12,Vernon Parish-NONE-DA-12-APPROVEDDESIGNAREAS - Vernon Erate - Phase 1,(no ROQ job),complete,,,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,no_geom,4.0,1.0,0.0,1.0,0,0,0,0,0,0,0,,,,,no_ocius_job_match,"wave1_pinned_authority, exhausted_parent_gis_review",
Vernon Parish,LA,DA-2978,Vernon Parish-NONE-DA-2978-APPROVEDDESIGNAREAS - Vernon Erate - Phase 2a,(no ROQ job),complete,,,0.0,0.0,0.0,4.0,4.0,4.0,0.51,0.51,0.0,clear,0.0,4.0,0.0,4.0,0,0,0,0,0,0,0,,,,,no_ocius_job_match,"wave1_pinned_authority, exhausted_parent_gis_review",
Vernon Parish,LA,DA-2979,Vernon Parish-NONE-DA-2979-APPROVEDDESIGNAREAS - Vernon Erate - Phase 2b,(no ROQ job),complete,,,0.0,0.0,0.0,4.0,4.0,4.0,0.32,0.0,0.32,blocked,4.0,3.0,0.0,3.0,0,0,0,0,0,0,0,,,,,no_ocius_job_match,"wave1_pinned_authority, exhausted_parent_gis_review",
Avoyelles Parish,LA,CDA-29094,Avoyelles Parish-NONE-CDA-29094-Stat Area - 2026 - CDA-29094,(no ROQ job),not_started,,,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,no_data,3.0,1.0,0.0,1.0,0,0,0,0,0,0,0,,,,,no_ocius_job_match,"wave1_retimed_pass1, exhausted_parent_gis_review",
Avoyelles Parish,LA,DA-3676,Avoyelles Parish-NONE-DA-3676-APPROVEDDESIGNAREAS - Avoyelles - RDOF Section 4,(no ROQ job),not_started,,,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,no_data,3.0,2.0,0.0,2.0,37,0,1,0,36,0,0,,,,,no_ocius_job_match,"wave1_retimed_pass1, exhausted_parent_gis_review",
Covington County,MS,CDA-32579,Covington County-NONE-CDA-32579-Stat Area - 2027 - CDA-32579,(no ROQ job),not_started,,,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,no_data,3.0,1.0,0.0,1.0,0,0,0,0,0,0,0,,,,,no_ocius_job_match,"wave1_retimed_pass1, exhausted_parent_gis_review",
Grant Parish,LA,CDA-30941,Grant Parish-NONE-CDA-30941-Stat Area - 2027 - CDA-30941,(no ROQ job),not_started,,,0.0,0.0,0.0,3.0,3.0,3.0,0.54,0.0,0.54,blocked,3.0,3.0,0.0,3.0,3,0,1,0,0,2,0,,,,,no_ocius_job_match,"wave1_retimed_pass1, exhausted_parent_gis_review",
Rapides Parish,LA,CDA-27353,Rapides Parish-NONE-CDA-27353-Stat Area - 2026 - CDA-27353,(no ROQ job),not_started,,,0.0,0.0,0.0,3.0,3.0,3.0,19.66,0.0,19.66,blocked,3.0,1.0,0.0,1.0,0,0,0,0,0,0,0,,,,,no_ocius_job_match,"wave1_retimed_pass1, exhausted_parent_gis_review",
Red River Parish,LA,DA-8504,Red River Parish-NONE-DA-8504-APPROVEDDESIGNAREAS - Red River Northeast,(no ROQ job),not_started,,,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,no_data,3.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,,,no_ocius_job_match,"wave1_retimed_pass1, exhausted_parent_gis_review",
Red River Parish,LA,DA-8509,Red River Parish-NONE-DA-8509-APPROVEDDESIGNAREAS - Red River Central East,(no ROQ job),not_started,,,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,no_data,3.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,,,no_ocius_job_match,"wave1_retimed_pass1, exhausted_parent_gis_review",
Simpson County,MS,CDA-32559,Simpson County-NONE-CDA-32559-Stat Area - 2027 - CDA-32559,(no ROQ job),not_started,2026-10-01,2026-10-31,0.15,0.15,0.15,3.0,3.0,3.0,0.0,0.0,0.0,no_data,3.0,1.0,0.0,1.0,0,0,0,0,0,0,0,,,,,no_ocius_job_match,"wave1_retimed_pass1, wave1_habit_resize, wave1_2026_q4_retime",
Vernon Parish,LA,CA-1276,"Vernon Parish-NONE-CA-1276-Construction Area - Pitkin, LA",(no ROQ job),complete,2024-04-01,2024-06-30,1.94,0.39,0.39,3.0,3.0,3.0,0.0,0.0,0.0,no_data,3.0,0.0,0.0,0.0,0,0,0,0,0,0,0,49409.74,31518.74,16353.0,97281.47,matched_williams825_pin,wave1_pinned_authority,106
Beauregard Parish,LA,DA-6792,Beauregard Parish-NONE-DA-6792-APPROVEDDESIGNAREAS - Beuregard Central Extended,(no ROQ job),not_started,,,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,no_data,2.0,1.0,0.0,1.0,1,0,1,0,0,0,0,,,,,no_ocius_job_match,"wave1_retimed_pass1, exhausted_parent_gis_review",
Cameron Parish,LA,DA-10523,Cameron Parish-NONE-DA-10523-APPROVEDDESIGNAREAS - FW - EACAM Build 3,(no ROQ job),not_started,,,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,no_data,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,,,no_ocius_job_match,"wave1_retimed_pass1, exhausted_parent_gis_review",
Faulkner County,AR,DA-6756,Faulkner County-NONE-DA-6756-APPROVEDDESIGNAREAS - Mayflower East,(no ROQ job),not_started,,,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,no_data,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,,,no_ocius_job_match,"no_hi_identity, wave1_retimed_pass1, exhausted_parent_gis_review",
Faulkner County,AR,DA-6757,Faulkner County-NONE-DA-6757-APPROVEDDESIGNAREAS - Mayflower West,(no ROQ job),not_started,,,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,no_data,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,,,no_ocius_job_match,"wave1_retimed_pass1, exhausted_parent_gis_review",
Lamar County,MS,DA-7299,Lamar County-NONE-DA-7299-APPROVEDDESIGNAREAS - Southeast Lamar County 1 RDOF,(no ROQ job),not_started,,,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,no_data,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,,,no_ocius_job_match,"wave1_pinned_authority, exhausted_parent_gis_review",
Natchitoches Parish,LA,DA-6770,Natchitoches Parish-NONE-DA-6770-APPROVEDDESIGNAREAS - Flatwoods,(no ROQ job),not_started,,,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,no_data,2.0,2.0,0.0,2.0,1,0,0,0,0,1,0,,,,,no_ocius_job_match,"wave1_retimed_pass1, exhausted_parent_gis_review",
Vernon Parish,LA,CA-100,Vernon Parish-NONE-CA-100-Construction Area - Vernon Erate - Phase 3.4,(no ROQ job),complete,2023-10-02,2024-02-01,108.28,1.04,1.04,1098.0,2.0,2.0,5.6,0.0,5.6,blocked,2.0,96.0,95.8,0.2,97,0,5,5,87,0,0,2616020.29,1759945.53,888822.7,5264788.52,matched_williams825_pin,wave1_pinned_authority,27
Vernon Parish,LA,CA-64,Vernon Parish-NONE-CA-64-Construction Area - Vernon Erate - Phase 2a,(no ROQ job),complete,2023-09-01,2023-12-31,28.5,1.42,1.42,188.0,2.0,2.0,3.34,0.77,2.57,partial,2.0,66.0,65.3,0.7,67,0,9,0,58,0,0,2190282.61,1401645.41,722608.91,4314536.94,matched_williams825_pin,wave1_pinned_authority,23
Vernon Parish,LA,CA-73,Vernon Parish-NONE-CA-73-Construction Area - Vernon Erate - Phase 2b,(no ROQ job),complete,2023-10-01,2023-12-31,60.21,1.87,1.87,220.0,2.0,2.0,3.11,0.98,2.13,partial,2.0,4.0,4.0,0.0,6,0,1,0,4,1,0,2190282.61,1401645.41,722608.91,4314536.94,matched_williams825_pin,wave1_pinned_authority,23
Vernon Parish,LA,DA-2951,Vernon Parish-NONE-DA-2951-APPROVEDDESIGNAREAS - Vernon Erate - Phase 3.3,(no ROQ job),complete,,,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,no_data,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,,,no_ocius_job_match,"wave1_pinned_authority, exhausted_parent_gis_review",
Avoyelles Parish,LA,CDA-29084,Avoyelles Parish-NONE-CDA-29084-Stat Area - 2027 - CDA-29084,(no ROQ job),not_started,,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,no_data,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,,,no_ocius_job_match,"wave1_retimed_pass1, exhausted_parent_gis_review",
Beauregard Parish,LA,DA-6739,Beauregard Parish-NONE-DA-6739-APPROVEDDESIGNAREAS - Oretta Design Area,(no ROQ job),not_started,,,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,no_data,1.0,0.0,0.0,0.0,3,0,0,0,3,0,0,,,,,no_ocius_job_match,"wave1_retimed_pass1, exhausted_parent_gis_review",
Calcasieu Parish,LA,DA-10527,Calcasieu Parish-NONE-DA-10527-APPROVEDDESIGNAREAS - FW - EACAM Build 6,(no ROQ job),not_started,,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,no_data,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,,,no_ocius_job_match,"wave1_retimed_pass1, exhausted_parent_gis_review",
Calcasieu Parish,LA,DA-6759,Calcasieu Parish-NONE-DA-6759-APPROVEDDESIGNAREAS - Dequincy North Transport,(no ROQ job),not_started,,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,no_data,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,,,no_ocius_job_match,"wave1_pinned_authority, wave1_bucket_b_pack_2027, wave1_2027_spread, exhausted_parent_gis_review",
Covington County,MS,DA-6883,Covington County-NONE-DA-6883-APPROVEDDESIGNAREAS - CPF_BEAM_MtOlive,(no ROQ job),not_started,,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,no_data,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,,,no_ocius_job_match,"wave1_retimed_pass1, exhausted_parent_gis_review",
De Soto Parish,LA,CDA-29005,De Soto Parish-NONE-CDA-29005-Stat Area - 2026 - CDA-29005,(no ROQ job),not_started,,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,no_data,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0,,,,,no_ocius_job_match,"wave1_pinned_authority, legal_hold_desoto_ef, legal_hold_orig_start:2026-09-01, legal_hold_restart_2028_01, exhausted_parent_gis_review",
De Soto Parish,LA,CDA-29006,De Soto Parish-NONE-CDA-29006-Stat Area - 2026 - CDA-29006,(no ROQ job),not_started,,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,no_data,1.0,1.0,0.0,1.0,1,0,1,0,0,0,0,,,,,no_ocius_job_match,"wave1_pinned_authority, legal_hold_desoto_ef, legal_hold_orig_start:2026-09-01, legal_hold_restart_2028_01, exhausted_parent_gis_review",
De Soto Parish,LA,CDA-29014,De Soto Parish-NONE-CDA-29014-Stat Area - 2027 - CDA-29014,(no ROQ job),not_started,,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,no_data,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,,,no_ocius_job_match,"wave1_retimed_pass1, legal_hold_desoto_ef, legal_hold_orig_start:2026-11-01, legal_hold_restart_2028_01, exhausted_parent_gis_review",
De Soto Parish,LA,CDA-29029,De Soto Parish-NONE-CDA-29029-Stat Area - 2026 - CDA-29029,(no ROQ job),not_started,,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,no_data,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0,,,,,no_ocius_job_match,"wave1_pinned_authority, legal_hold_desoto_ef, legal_hold_orig_start:2026-09-01, legal_hold_restart_2028_01, exhausted_parent_gis_review",
De Soto Parish,LA,CDA-29030,De Soto Parish-NONE-CDA-29030-Stat Area - 2026 - CDA-29030,(no ROQ job),not_started,,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,no_data,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0,,,,,no_ocius_job_match,"wave1_pinned_authority, legal_hold_desoto_ef, legal_hold_orig_start:2026-09-01, legal_hold_restart_2028_01, exhausted_parent_gis_review",
De Soto Parish,LA,CDA-29032,De Soto Parish-NONE-CDA-29032-Stat Area - 2026 - CDA-29032,(no ROQ job),not_started,,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,no_data,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0,,,,,no_ocius_job_match,"wave1_pinned_authority, legal_hold_desoto_ef, legal_hold_orig_start:2026-09-01, legal_hold_restart_2028_01, exhausted_parent_gis_review",
De Soto Parish,LA,CDA-29033,De Soto Parish-NONE-CDA-29033-Stat Area - 2026 - CDA-29033,(no ROQ job),not_started,,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,no_data,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,,,no_ocius_job_match,"wave1_pinned_authority, legal_hold_desoto_ef, legal_hold_orig_start:2026-09-01, legal_hold_restart_2028_01, exhausted_parent_gis_review",
Evangeline Parish,LA,CDA-26972,Evangeline Parish-NONE-CDA-26972-Stat Area - 2026 - CDA-26972,(no ROQ job),not_started,,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,no_data,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,,,no_ocius_job_match,"wave1_retimed_pass1, exhausted_parent_gis_review",
Jefferson Davis Parish,LA,DA-11340,"Jefferson Davis Parish-NONE-DA-11340-APPROVEDDESIGNAREAS - Lake Arthur, LA",(no ROQ job),,,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,no_data,1.0,1.0,0.0,1.0,0,0,0,0,0,0,0,,,,,no_ocius_job_match,"newborn_hi_only, newborn_status_strong, exhausted_parent_gis_review",
Lafayette Parish,LA,DA-10973,Lafayette Parish-NONE-DA-10973-APPROVEDDESIGNAREAS - Lafayette-2,(no ROQ job),,2027-03-01,2027-03-31,0.95,0.95,0.95,1.0,1.0,1.0,0.0,0.0,0.0,no_data,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,,,no_ocius_job_match,"newborn_hi_only, newborn_status_strong, wave1_habit_resize, wave1_2026_q4_retime",
Lincoln County,AR,CA-4490,Lincoln County-NONE-CA-4490-Construction Area - Lincoln County - Mainline,(no ROQ job),complete,2022-12-01,2022-12-31,53.23,0.0,0.0,1206.0,1.0,1.0,0.0,0.0,0.0,no_data,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1286089.45,746445.12,190954.1,2223488.67,matched_williams825_pin,wave1_pinned_authority,5
Rapides Parish,LA,DA-10935,Rapides Parish-NONE-DA-10935-APPROVEDDESIGNAREAS - Rapides North RDOF,(no ROQ job),not_started,,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,no_data,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,,,no_ocius_job_match,"wave1_pinned_authority, exhausted_parent_gis_review",
Red River Parish,LA,DA-8505,Red River Parish-NONE-DA-8505-APPROVEDDESIGNAREAS - Methvin,(no ROQ job),not_started,,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,no_data,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,,,no_ocius_job_match,"wave1_retimed_pass1, exhausted_parent_gis_review",
Red River Parish,LA,DA-8508,Red River Parish-NONE-DA-8508-APPROVEDDESIGNAREAS - Halfway,(no ROQ job),not_started,,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,no_data,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,,,no_ocius_job_match,"wave1_pinned_authority, exhausted_parent_gis_review",
Red River Parish,LA,DA-8511,Red River Parish-NONE-DA-8511-APPROVEDDESIGNAREAS - Mount Zion East,(no ROQ job),not_started,,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,no_data,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,,,no_ocius_job_match,"wave1_retimed_pass1, exhausted_parent_gis_review",
Sabine Parish,LA,DA-5298,Sabine Parish-NONE-DA-5298-APPROVEDDESIGNAREAS - Sabine West 2,(no ROQ job),complete,,,0.03,0.0,0.0,29.0,1.0,1.0,0.0,0.0,0.0,no_data,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,,,no_ocius_job_match,"wave1_pinned_authority, exhausted_parent_gis_review",
Simpson County,MS,CDA-32558,Simpson County-NONE-CDA-32558-Stat Area - 2027 - CDA-32558,(no ROQ job),not_started,2027-01-01,2027-01-31,0.18,0.18,0.18,1.0,1.0,1.0,0.0,0.0,0.0,no_data,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,,,no_ocius_job_match,"wave1_retimed_pass1, wave1_habit_resize, wave1_2026_q4_retime",
Tensas Parish,LA,CDA-27400,Tensas Parish-NONE-CDA-27400-Stat Area - 2027 - CDA-27400,(no ROQ job),not_started,,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,no_data,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,,,no_ocius_job_match,"wave1_retimed_pass1, exhausted_parent_gis_review",
Vernon Parish,LA,CA-85,Vernon Parish-NONE-CA-85-Construction Area - Vernon Erate - Phase 3.2,(no ROQ job),complete,2023-08-30,2023-12-29,25.51,0.0,0.0,457.0,1.0,1.0,0.0,0.0,0.0,no_data,1.0,34.0,33.9,0.1,34,0,3,0,31,0,0,616385.72,414677.7,209424.07,1240487.49,matched_williams825_pin,wave1_pinned_authority,25
Vernon Parish,LA,DA-6743,Vernon Parish-NONE-DA-6743-APPROVEDDESIGNAREAS - Merryville Service Area - Vernon,(no ROQ job),not_started,,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,no_data,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,,,no_ocius_job_match,"wave1_retimed_pass1, exhausted_parent_gis_review",
Wilkinson County,MS,DA-7295,Wilkinson County-NONE-DA-7295-APPROVEDDESIGNAREAS - Ashwood,(no ROQ job),not_started,,,0.09,0.09,0.09,1.0,1.0,1.0,0.0,0.0,0.0,no_data,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,,,no_ocius_job_match,"wave1_retimed_pass1, exhausted_parent_gis_review",
Winn Parish,LA,DA-8514,Winn Parish-NONE-DA-8514-APPROVEDDESIGNAREAS - Winn Northwest,(no ROQ job),not_started,,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,no_data,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,,,no_ocius_job_match,"wave1_retimed_pass1, exhausted_parent_gis_review",
